Timestamp,AGE,CGPA,GENDER,Year of Study,Sleeping Hours,Physical Activity,Stress level,Stress Impact on Academics,Stress Hotspot,Coping with SocialMedia,Social Media Impact on Academics
2025-01-01 00:00,21,7.69,Female,1st,,,6,,Family,No,Medium
2025-01-01 00:00,24,5.05,Female,2nd,,,8,,Family,No,Low
2025-01-01 00:00,20,4.68,Female,2nd,,,7,,Exams,Yes,Low
2025-01-01 00:00,19,8.22,Male,3rd,,,2,,Assignments,Yes,Low
2025-01-01 00:00,24,4.88,Female,3rd,,,7,,Assignments,Yes,Low
2025-01-01 00:00,24,6.69,Female,4th,,,5,,Exams,No,Medium
2025-01-01 00:00,19,9.75,Female,4th,,,2,,Family,Yes,Medium
2025-01-01 00:00,21,5.37,Female,4th,,,8,,Family,No,Low
2025-01-01 00:00,19,8.81,Male,2nd,,,2,,Social Media,Yes,Medium
2025-01-01 00:00,22,4.38,Female,3rd,,,9,,Assignments,Yes,Medium
2025-01-01 00:00,18,6.57,Male,1st,,,4,,Social Media,Yes,Medium
2025-01-01 00:00,19,9.22,Female,1st,,,3,,Exams,Yes,Medium
2025-01-01 00:00,19,9.18,Male,3rd,,,2,,Exams,No,Low
2025-01-01 00:00,23,8.54,Female,1st,,,3,,Assignments,Yes,Low
2025-01-01 00:00,19,9.0,Male,2nd,,,1,,Exams,No,Low
2025-01-01 00:00,23,4.4,Female,3rd,,,7,,Family,No,High
2025-01-01 00:00,23,4.33,Male,4th,,,8,,Assignments,Yes,High
2025-01-01 00:00,21,5.49,Female,4th,,,7,,Family,No,Low
2025-01-01 00:00,18,8.73,Male,4th,,,1,,Social Media,No,Medium
2025-01-01 00:00,19,9.19,Female,3rd,,,3,,Family,No,High
2025-01-01 00:00,24,6.88,Female,4th,,,6,,Assignments,Yes,Medium
2025-01-01 00:00,24,5.19,Female,1st,,,10,,Family,Yes,Low
2025-01-01 00:00,24,9.16,Female,4th,,,2,,Family,No,Medium
2025-01-01 00:00,20,6.31,Female,4th,,,6,,Social Media,No,Low
2025-01-01 00:00,20,6.62,Male,1st,,,6,,Social Media,No,Medium
2025-01-01 00:00,22,5.68,Female,3rd,,,9,,Exams,No,Medium
2025-01-01 00:00,23,8.66,Female,1st,,,1,,Exams,Yes,Low
2025-01-01 00:00,23,9.07,Male,4th,,,2,,Family,No,High
2025-01-01 00:00,19,8.76,Male,1st,,,3,,Family,Yes,Medium
2025-01-01 00:00,18,7.77,Female,1st,,,4,,Social Media,No,Medium
2025-01-01 00:00,20,5.78,Female,2nd,,,8,,Exams,No,Medium
2025-01-01 00:00,22,8.36,Female,4th,,,2,,Social Media,Yes,Medium
2025-01-01 00:00,23,5.51,Female,1st,,,10,,Exams,Yes,Medium
2025-01-01 00:00,19,9.27,Male,3rd,,,3,,Exams,Yes,Medium
2025-01-01 00:00,24,8.23,Female,1st,,,2,,Social Media,No,Medium
2025-01-01 00:00,24,7.27,Female,3rd,,,5,,Exams,No,Medium
2025-01-01 00:00,21,7.2,Male,4th,,,5,,Exams,Yes,Low
2025-01-01 00:00,18,5.59,Male,1st,,,10,,Family,Yes,Low
2025-01-01 00:00,22,8.22,Male,1st,,,2,,Assignments,Yes,Low
2025-01-01 00:00,20,7.54,Male,3rd,,,4,,Assignments,No,Medium
2025-01-01 00:00,20,6.68,Male,1st,,,4,,Assignments,Yes,Low
2025-01-01 00:00,18,8.27,Male,4th,,,3,,Family,Yes,Medium
2025-01-01 00:00,21,6.81,Male,3rd,,,4,,Exams,No,Medium
2025-01-01 00:00,23,6.86,Male,1st,,,6,,Exams,Yes,Medium
2025-01-01 00:00,19,6.65,Male,3rd,,,4,,Social Media,Yes,High
2025-01-01 00:00,22,5.48,Female,4th,,,10,,Family,Yes,High
2025-01-01 00:00,22,6.64,Male,2nd,,,5,,Exams,No,Medium
2025-01-01 00:00,23,7.18,Male,4th,,,5,,Assignments,Yes,High
2025-01-01 00:00,24,8.69,Male,4th,,,3,,Family,Yes,Medium
2025-01-01 00:00,19,9.05,Male,2nd,,,3,,Assignments,Yes,Low
2025-01-01 00:00,21,7.02,Female,2nd,,,6,,Social Media,Yes,High
2025-01-01 00:00,22,5.09,Female,2nd,,,8,,Exams,Yes,Medium
2025-01-01 00:00,19,8.6,Male,2nd,,,3,,Family,No,High
2025-01-01 00:00,18,7.56,Male,1st,,,6,,Exams,No,Medium
2025-01-01 00:00,19,5.07,Male,4th,,,10,,Assignments,Yes,Medium
2025-01-01 00:00,24,4.96,Male,4th,,,10,,Exams,Yes,Low
2025-01-01 00:00,21,4.6,Female,2nd,,,10,,Social Media,Yes,High
2025-01-01 00:00,22,5.79,Female,2nd,,,9,,Social Media,Yes,Low
2025-01-01 00:00,20,8.91,Male,4th,,,1,,Assignments,No,Medium
2025-01-01 00:00,23,5.71,Female,3rd,,,9,,Social Media,No,High
2025-01-01 00:00,21,6.21,Male,3rd,,,4,,Social Media,Yes,High
2025-01-01 00:00,22,4.33,Male,4th,,,7,,Assignments,Yes,Medium
2025-01-01 00:00,23,5.37,Female,4th,,,9,,Family,Yes,High
2025-01-01 00:00,19,9.26,Male,3rd,,,1,,Exams,Yes,High
2025-01-01 00:00,22,4.34,Female,2nd,,,8,,Family,No,Medium
2025-01-01 00:00,21,7.8,Female,1st,,,4,,Social Media,Yes,Low
2025-01-01 00:00,24,9.66,Male,1st,,,3,,Exams,No,Medium
2025-01-01 00:00,24,5.23,Female,1st,,,8,,Family,No,Low
2025-01-01 00:00,23,8.49,Female,1st,,,1,,Family,No,High
2025-01-01 00:00,20,4.58,Female,2nd,,,10,,Family,No,High
2025-01-01 00:00,22,7.23,Male,4th,,,5,,Exams,No,Medium
2025-01-01 00:00,19,9.12,Male,2nd,,,3,,Assignments,No,Low
2025-01-01 00:00,24,9.44,Female,3rd,,,3,,Exams,No,Medium
2025-01-01 00:00,24,5.13,Male,4th,,,9,,Assignments,No,High
2025-01-01 00:00,18,4.76,Female,3rd,,,9,,Social Media,No,Medium
2025-01-01 00:00,23,9.52,Female,3rd,,,3,,Exams,Yes,Medium
2025-01-01 00:00,21,4.85,Female,2nd,,,9,,Social Media,Yes,High
2025-01-01 00:00,22,7.42,Male,2nd,,,5,,Assignments,No,High
2025-01-01 00:00,21,8.38,Female,3rd,,,3,,Family,Yes,Medium
2025-01-01 00:00,21,6.68,Male,4th,,,5,,Social Media,Yes,Medium
2025-01-01 00:00,18,6.97,Female,2nd,,,6,,Exams,Yes,High
2025-01-01 00:00,24,9.28,Female,3rd,,,3,,Social Media,No,Low
2025-01-01 00:00,24,6.5,Male,4th,,,6,,Assignments,No,High
2025-01-01 00:00,20,9.53,Female,4th,,,1,,Social Media,Yes,Low
2025-01-01 00:00,20,5.2,Male,3rd,,,8,,Social Media,No,High
2025-01-01 00:00,19,6.78,Male,2nd,,,5,,Assignments,Yes,Low
2025-01-01 00:00,22,4.89,Male,4th,,,9,,Family,No,Low
2025-01-01 00:00,20,8.32,Male,4th,,,1,,Family,Yes,High
2025-01-01 00:00,19,5.22,Male,1st,,,9,,Social Media,Yes,Medium
2025-01-01 00:00,19,7.62,Male,1st,,,4,,Exams,No,Medium
2025-01-01 00:00,18,6.8,Male,4th,,,5,,Exams,No,Medium
2025-01-01 00:00,19,8.21,Female,4th,,,1,,Social Media,Yes,Medium
2025-01-01 00:00,22,9.75,Female,1st,,,1,,Family,Yes,Low
2025-01-01 00:00,22,5.77,Male,4th,,,7,,Assignments,No,Medium
2025-01-01 00:00,20,9.69,Female,2nd,,,2,,Exams,Yes,High
2025-01-01 00:00,18,5.69,Male,1st,,,10,,Exams,No,Medium
2025-01-01 00:00,23,4.91,Female,2nd,,,8,,Assignments,Yes,High
2025-01-01 00:00,19,7.26,Male,1st,,,4,,Family,No,High
2025-01-01 00:00,24,5.39,Male,4th,,,10,,Exams,No,Low
2025-01-01 00:00,22,9.02,Female,2nd,,,3,,Family,No,Low
2025-01-01 00:00,18,4.41,Female,1st,,,7,,Exams,No,Medium
2025-01-01 00:00,18,4.58,Male,4th,,,7,,Family,Yes,Low
2025-01-01 00:00,19,4.62,Female,4th,,,8,,Exams,Yes,High
2025-01-01 00:00,19,4.73,Female,3rd,,,7,,Social Media,Yes,Medium
2025-01-01 00:00,23,7.61,Female,2nd,,,4,,Social Media,No,Medium
2025-01-01 00:00,23,5.8,Male,1st,,,9,,Assignments,Yes,Low
2025-01-01 00:00,19,4.21,Male,3rd,,,7,,Family,Yes,Low
2025-01-01 00:00,18,9.27,Male,1st,,,2,,Social Media,Yes,Medium
2025-01-01 00:00,23,5.08,Female,4th,,,9,,Family,No,High
2025-01-01 00:00,22,5.06,Female,2nd,,,7,,Family,Yes,Low
2025-01-01 00:00,19,4.76,Male,4th,,,8,,Exams,Yes,High
2025-01-01 00:00,21,5.31,Female,2nd,,,9,,Exams,No,High
2025-01-01 00:00,18,8.88,Male,4th,,,2,,Family,No,Medium
2025-01-01 00:00,22,6.83,Female,1st,,,4,,Family,No,Low
2025-01-01 00:00,24,9.7,Female,1st,,,2,,Exams,No,Low
2025-01-01 00:00,19,8.46,Female,1st,,,2,,Exams,No,Medium
2025-01-01 00:00,24,9.22,Male,2nd,,,2,,Social Media,Yes,Medium
2025-01-01 00:00,20,7.79,Male,2nd,,,4,,Social Media,No,Medium
2025-01-01 00:00,23,9.44,Female,3rd,,,1,,Assignments,No,High
2025-01-01 00:00,22,6.75,Male,2nd,,,6,,Exams,No,Low
2025-01-01 00:00,21,5.33,Male,1st,,,8,,Family,No,High
2025-01-01 00:00,22,8.69,Male,4th,,,2,,Exams,No,Low
2025-01-01 00:00,18,5.18,Male,1st,,,9,,Assignments,Yes,Low
2025-01-01 00:00,19,4.21,Male,2nd,,,9,,Family,Yes,Low
2025-01-01 00:00,20,5.07,Female,3rd,,,10,,Social Media,Yes,Low
2025-01-01 00:00,19,8.76,Male,1st,,,3,,Exams,No,High
2025-01-01 00:00,18,9.47,Male,4th,,,3,,Assignments,No,High
2025-01-01 00:00,21,9.74,Male,2nd,,,1,,Family,No,Low
2025-01-01 00:00,20,5.44,Male,2nd,,,7,,Social Media,No,Medium
2025-01-01 00:00,19,4.63,Female,1st,,,9,,Family,No,Low
2025-01-01 00:00,18,9.43,Male,2nd,,,2,,Exams,No,High
2025-01-01 00:00,18,4.57,Male,1st,,,7,,Exams,No,Low
2025-01-01 00:00,20,8.79,Male,3rd,,,1,,Family,Yes,Medium
2025-01-01 00:00,20,5.32,Male,1st,,,7,,Exams,Yes,Medium
2025-01-01 00:00,21,6.86,Male,3rd,,,5,,Assignments,No,High
2025-01-01 00:00,19,4.34,Female,3rd,,,9,,Family,Yes,Low
2025-01-01 00:00,24,8.8,Male,3rd,,,3,,Assignments,Yes,Medium
2025-01-01 00:00,19,4.41,Male,1st,,,9,,Exams,Yes,High
2025-01-01 00:00,22,5.13,Male,2nd,,,8,,Assignments,No,Medium
2025-01-01 00:00,20,8.59,Female,2nd,,,3,,Exams,No,Medium
2025-01-01 00:00,20,6.39,Female,2nd,,,5,,Assignments,Yes,High
2025-01-01 00:00,22,4.7,Female,2nd,,,10,,Family,No,Low
2025-01-01 00:00,18,6.92,Female,3rd,,,4,,Assignments,No,Medium
2025-01-01 00:00,18,9.23,Female,4th,,,2,,Social Media,No,Medium
2025-01-01 00:00,23,7.09,Female,3rd,,,4,,Assignments,Yes,High
2025-01-01 00:00,22,9.55,Male,4th,,,1,,Assignments,Yes,Low
2025-01-01 00:00,22,8.54,Female,4th,,,1,,Family,No,Low
2025-01-01 00:00,24,5.51,Female,1st,,,10,,Assignments,Yes,Low
2025-01-01 00:00,23,9.22,Male,3rd,,,3,,Family,Yes,High
2025-01-01 00:00,22,5.09,Male,4th,,,9,,Assignments,No,High
2025-01-01 00:00,24,9.35,Male,3rd,,,1,,Assignments,Yes,Medium
2025-01-01 00:00,20,6.93,Male,2nd,,,5,,Exams,Yes,High
2025-01-01 00:00,21,5.69,Male,4th,,,7,,Assignments,No,Medium
2025-01-01 00:00,20,9.43,Male,1st,,,2,,Assignments,Yes,Medium
2025-01-01 00:00,20,4.92,Female,1st,,,7,,Exams,Yes,Low
2025-01-01 00:00,22,7.69,Male,1st,,,5,,Assignments,Yes,Medium
2025-01-01 00:00,22,6.39,Male,4th,,,5,,Social Media,No,Medium
2025-01-01 00:00,18,8.93,Male,3rd,,,1,,Family,No,High
2025-01-01 00:00,19,8.65,Male,1st,,,3,,Family,No,Low
2025-01-01 00:00,19,8.72,Female,4th,,,1,,Family,Yes,Medium
2025-01-01 00:00,23,4.62,Female,3rd,,,8,,Exams,Yes,Medium
2025-01-01 00:00,23,7.65,Female,1st,,,5,,Exams,No,Medium
2025-01-01 00:00,18,4.23,Male,3rd,,,8,,Social Media,No,Medium
2025-01-01 00:00,23,4.75,Female,4th,,,10,,Family,Yes,Medium
2025-01-01 00:00,21,9.19,Male,2nd,,,2,,Exams,No,Medium
2025-01-01 00:00,24,6.68,Female,4th,,,6,,Exams,No,High
2025-01-01 00:00,18,6.69,Male,3rd,,,5,,Exams,Yes,Low
2025-01-01 00:00,21,8.81,Male,2nd,,,1,,Exams,Yes,Low
2025-01-01 00:00,24,6.91,Male,2nd,,,5,,Exams,No,Medium
2025-01-01 00:00,24,9.74,Female,4th,,,3,,Family,Yes,Low
2025-01-01 00:00,21,5.07,Female,2nd,,,7,,Assignments,Yes,Low
2025-01-01 00:00,20,9.63,Male,1st,,,3,,Exams,Yes,Low
2025-01-01 00:00,23,6.75,Male,4th,,,6,,Exams,Yes,High
2025-01-01 00:00,23,4.36,Female,1st,,,8,,Family,Yes,Medium
2025-01-01 00:00,23,5.44,Male,4th,,,10,,Social Media,No,Low
2025-01-01 00:00,23,5.1,Male,2nd,,,8,,Family,No,Low
2025-01-01 00:00,22,7.41,Female,1st,,,4,,Exams,No,High
2025-01-01 00:00,23,5.68,Male,4th,,,10,,Family,No,High
2025-01-01 00:00,19,8.28,Female,4th,,,1,,Assignments,Yes,Medium
2025-01-01 00:00,19,8.57,Female,2nd,,,3,,Social Media,Yes,Low
2025-01-01 00:00,24,4.74,Male,1st,,,10,,Exams,Yes,Medium
2025-01-01 00:00,21,6.68,Male,1st,,,5,,Exams,Yes,Low
2025-01-01 00:00,20,5.59,Female,4th,,,9,,Assignments,Yes,Low
2025-01-01 00:00,18,5.21,Female,4th,,,10,,Social Media,No,High
2025-01-01 00:00,18,9.74,Male,4th,,,1,,Family,Yes,Low
2025-01-01 00:00,22,6.86,Female,2nd,,,6,,Exams,No,Low
2025-01-01 00:00,23,7.15,Male,2nd,,,6,,Assignments,Yes,Low
2025-01-01 00:00,22,5.74,Male,4th,,,7,,Social Media,No,High
2025-01-01 00:00,18,5.28,Female,2nd,,,9,,Assignments,No,Low
2025-01-01 00:00,23,5.06,Male,1st,,,8,,Social Media,Yes,High
2025-01-01 00:00,22,8.87,Male,1st,,,1,,Assignments,Yes,High
2025-01-01 00:00,18,7.8,Female,3rd,,,5,,Family,Yes,Medium
2025-01-01 00:00,24,6.84,Female,1st,,,5,,Family,No,High
2025-01-01 00:00,23,5.62,Male,4th,,,10,,Social Media,Yes,Medium
2025-01-01 00:00,18,9.69,Female,4th,,,1,,Exams,Yes,Low
2025-01-01 00:00,24,6.74,Female,4th,,,4,,Exams,No,Medium
2025-01-01 00:00,24,5.34,Male,4th,,,8,,Exams,Yes,High
2025-01-01 00:00,24,8.71,Female,4th,,,3,,Social Media,Yes,Medium
2025-01-01 00:00,21,5.56,Male,1st,,,7,,Social Media,Yes,High
2025-01-01 00:00,20,8.64,Male,2nd,,,3,,Exams,No,Medium
2025-01-01 00:00,19,7.46,Female,4th,,,5,,Family,Yes,Low
2025-01-01 00:00,24,6.66,Male,1st,,,5,,Assignments,Yes,Medium
2025-01-01 00:00,24,8.38,Male,3rd,,,1,,Exams,No,Medium
2025-01-01 00:00,21,5.76,Female,4th,,,8,,Assignments,No,Low
2025-01-01 00:00,18,7.3,Female,4th,,,5,,Social Media,Yes,High
2025-01-01 00:00,22,8.62,Female,2nd,,,2,,Social Media,Yes,High
2025-01-01 00:00,24,4.4,Female,2nd,,,7,,Assignments,No,High
2025-01-01 00:00,19,7.41,Male,4th,,,5,,Social Media,No,Medium
2025-01-01 00:00,23,8.46,Female,1st,,,3,,Family,Yes,High
2025-01-01 00:00,20,7.23,Female,3rd,,,4,,Social Media,Yes,High
2025-01-01 00:00,21,7.72,Female,4th,,,5,,Family,No,Low
2025-01-01 00:00,18,7.3,Female,4th,,,6,,Assignments,No,Medium
2025-01-01 00:00,24,5.67,Male,2nd,,,9,,Exams,No,High
2025-01-01 00:00,18,8.78,Female,3rd,,,2,,Social Media,No,Medium
2025-01-01 00:00,20,4.87,Male,1st,,,8,,Exams,Yes,High
2025-01-01 00:00,24,4.47,Male,4th,,,7,,Social Media,No,Low
2025-01-01 00:00,20,7.01,Female,4th,,,4,,Family,Yes,Medium
2025-01-01 00:00,18,5.79,Female,4th,,,7,,Exams,Yes,High
2025-01-01 00:00,21,7.36,Male,3rd,,,5,,Assignments,No,High
2025-01-01 00:00,18,8.68,Female,3rd,,,3,,Assignments,No,Low
2025-01-01 00:00,20,8.6,Male,4th,,,1,,Social Media,No,Medium
2025-01-01 00:00,19,6.24,Female,4th,,,5,,Social Media,Yes,High
2025-01-01 00:00,22,7.28,Female,2nd,,,4,,Exams,Yes,High
2025-01-01 00:00,22,5.6,Female,2nd,,,8,,Family,Yes,High
2025-01-01 00:00,20,8.65,Male,4th,,,2,,Social Media,Yes,Low
2025-01-01 00:00,22,6.55,Male,2nd,,,4,,Social Media,No,Low
2025-01-01 00:00,23,6.97,Female,4th,,,6,,Social Media,Yes,Low
2025-01-01 00:00,18,4.23,Female,3rd,,,10,,Assignments,Yes,High
2025-01-01 00:00,22,4.31,Female,4th,,,10,,Assignments,Yes,Low
2025-01-01 00:00,24,9.05,Female,4th,,,2,,Exams,Yes,Medium
2025-01-01 00:00,23,5.2,Male,3rd,,,8,,Exams,Yes,High
2025-01-01 00:00,24,5.73,Male,1st,,,7,,Exams,Yes,Medium
2025-01-01 00:00,24,8.24,Female,4th,,,1,,Exams,Yes,Low
2025-01-01 00:00,19,4.64,Male,4th,,,8,,Assignments,Yes,Low
2025-01-01 00:00,23,8.9,Female,2nd,,,1,,Exams,Yes,Medium
2025-01-01 00:00,23,4.72,Female,3rd,,,9,,Exams,No,Medium
2025-01-01 00:00,19,9.52,Male,1st,,,1,,Social Media,Yes,High
2025-01-01 00:00,20,4.7,Male,4th,,,8,,Exams,No,High
2025-01-01 00:00,23,7.25,Female,2nd,,,5,,Exams,No,Low
2025-01-01 00:00,24,6.21,Male,4th,,,4,,Social Media,No,Medium
2025-01-01 00:00,23,7.64,Male,3rd,,,5,,Assignments,No,Low
2025-01-01 00:00,21,4.5,Male,2nd,,,10,,Family,Yes,Medium
2025-01-01 00:00,22,7.15,Female,3rd,,,4,,Assignments,No,High
2025-01-01 00:00,22,5.6,Female,2nd,,,8,,Social Media,Yes,High
2025-01-01 00:00,18,8.67,Female,1st,,,2,,Exams,No,High
2025-01-01 00:00,21,7.01,Male,3rd,,,4,,Assignments,No,Low
2025-01-01 00:00,24,7.06,Female,2nd,,,6,,Exams,No,Low
2025-01-01 00:00,24,8.89,Male,2nd,,,3,,Family,Yes,High
2025-01-01 00:00,20,9.8,Male,4th,,,3,,Assignments,Yes,High
2025-01-01 00:00,20,4.73,Male,1st,,,9,,Family,No,Low
2025-01-01 00:00,23,8.33,Male,3rd,,,2,,Family,Yes,Medium
2025-01-01 00:00,21,7.79,Female,1st,,,6,,Assignments,Yes,High
2025-01-01 00:00,18,8.82,Female,1st,,,1,,Assignments,Yes,High
2025-01-01 00:00,21,4.86,Male,2nd,,,8,,Social Media,No,Medium
2025-01-01 00:00,21,8.44,Female,2nd,,,1,,Family,No,Low
2025-01-01 00:00,22,5.23,Male,4th,,,9,,Exams,No,Low
2025-01-01 00:00,20,8.48,Male,3rd,,,1,,Assignments,No,Low
,23,9.92,Female,4th,,,2,,,,High
,23,9.02,Female,4th,,,2,,,,Low
,19,8.98,Female,3rd,,,2,,,,Low
,22,4.31,Female,4th,,,10,,,,High
,18,9.36,Female,2nd,,,1,,,,Low
,24,7.0,Male,4th,,,5,,,,Medium
,24,4.25,Male,2nd,,,10,,,,Medium
,22,8.72,Male,3rd,,,3,,,,High
,20,8.83,Female,4th,,,3,,,,Medium
,24,5.42,Female,1st,,,7,,,,Medium
,22,5.9,Male,4th,,,10,,,,High
